date,temperature_max,temperature_min,temperature_mean,rainfall,wind_speed,apparent_temp,humidity,pressure,solar,year,month,day,doy,season,temp_class,rain_class,flood_risk,season_Winter,season_Summer,season_Southwest_Monsoon,season_Post-Monsoon,temperature_mean_7d_avg,temperature_mean_30d_avg,rainfall_7d_avg,rainfall_30d_avg,humidity_7d_avg,humidity_30d_avg
2016-01-26,27.5,17.9,22.2,0.0,13.0,23.3,69.08,970.0,5.0875,2016,1,26,26,Winter,Normal,No Rain,Medium,1,0,0,0,21.53,20.13,0.36,0.08,72.32,68.42
2016-01-27,28.4,17.4,22.5,0.0,12.8,23.5,64.6,970.0,4.7558,2016,1,27,27,Winter,Normal,No Rain,Medium,1,0,0,0,21.79,20.21,0.27,0.08,70.76,68.21
2016-01-28,29.2,16.5,22.6,0.0,11.6,22.9,62.43,970.0,6.1171,2016,1,28,28,Winter,Normal,No Rain,Medium,1,0,0,0,21.97,20.31,0.1,0.08,68.9,68.05
2016-01-29,28.8,15.8,22.3,0.0,12.1,22.3,61.31,970.0,5.9993,2016,1,29,29,Winter,Normal,No Rain,Medium,1,0,0,0,22.07,20.41,0.01,0.08,67.22,67.97
2016-01-30,28.2,14.6,21.4,0.0,17.7,20.5,61.01,970.0,6.2878,2016,1,30,30,Winter,Normal,No Rain,Medium,1,0,0,0,22.07,20.49,0.0,0.08,65.38,67.61
2016-01-31,29.0,14.5,21.4,0.0,17.3,19.9,55.89,970.0,6.426,2016,1,31,31,Winter,Normal,No Rain,Medium,1,0,0,0,22.1,20.57,0.0,0.08,63.31,67.04
2016-02-01,29.6,12.7,21.1,0.0,14.5,19.0,48.78,970.0,6.2892,2016,2,1,32,Winter,Normal,No Rain,Low,1,0,0,0,21.93,20.64,0.0,0.08,60.44,66.46
2016-02-02,30.1,12.4,21.4,0.0,14.8,19.2,51.07,970.0,6.2981,2016,2,2,33,Winter,Normal,No Rain,Medium,1,0,0,0,21.81,20.72,0.0,0.08,57.87,65.95
2016-02-03,29.7,12.9,21.7,0.0,13.2,20.0,50.12,970.0,5.8752,2016,2,3,34,Winter,Normal,No Rain,Medium,1,0,0,0,21.7,20.81,0.0,0.08,55.8,65.42
2016-02-04,29.3,15.3,22.2,0.0,14.8,20.6,54.49,970.0,6.0686,2016,2,4,35,Winter,Normal,No Rain,Medium,1,0,0,0,21.64,20.92,0.0,0.08,54.67,65.01
2016-02-05,27.9,14.6,21.3,0.0,12.9,20.2,58.02,970.0,6.2184,2016,2,5,36,Winter,Normal,No Rain,Medium,1,0,0,0,21.5,20.97,0.0,0.08,54.2,64.76
2016-02-06,28.5,15.4,21.9,0.0,13.8,21.6,60.89,970.0,5.8786,2016,2,6,37,Winter,Normal,No Rain,Medium,1,0,0,0,21.57,21.02,0.0,0.08,54.18,64.56
2016-02-07,29.5,16.3,23.1,0.0,12.8,24.0,63.35,970.0,5.405,2016,2,7,38,Winter,Normal,No Rain,Medium,1,0,0,0,21.81,21.13,0.0,0.08,55.25,64.5
2016-02-08,29.9,18.1,23.7,0.0,13.9,24.3,59.49,970.0,5.5356,2016,2,8,39,Winter,Normal,No Rain,Medium,1,0,0,0,22.19,21.26,0.0,0.08,56.78,64.34
2016-02-09,29.9,17.4,23.6,0.0,13.3,23.7,55.08,970.0,5.6513,2016,2,9,40,Winter,Normal,No Rain,Medium,1,0,0,0,22.5,21.4,0.0,0.08,57.35,64.08
2016-02-10,29.8,16.7,23.6,0.0,15.3,23.7,54.64,970.0,5.741,2016,2,10,41,Winter,Normal,No Rain,Medium,1,0,0,0,22.77,21.54,0.0,0.08,57.99,63.79
2016-02-11,30.1,19.1,24.5,0.0,14.2,24.3,55.03,970.0,5.5829,2016,2,11,42,Winter,Normal,No Rain,Medium,1,0,0,0,23.1,21.7,0.0,0.08,58.07,63.44
2016-02-12,29.8,19.0,24.5,0.0,12.5,24.6,50.29,970.0,5.9194,2016,2,12,43,Winter,Normal,No Rain,Medium,1,0,0,0,23.56,21.86,0.0,0.08,56.97,62.84
2016-02-13,29.4,18.1,23.9,0.0,14.4,23.8,52.15,970.0,5.8099,2016,2,13,44,Winter,Normal,No Rain,Medium,1,0,0,0,23.84,21.99,0.0,0.08,55.72,62.41
2016-02-14,29.8,17.6,23.3,0.0,15.9,22.6,52.25,970.0,6.4692,2016,2,14,45,Winter,Normal,No Rain,Medium,1,0,0,0,23.87,22.11,0.0,0.08,54.13,61.83
2016-02-15,28.8,15.3,22.3,0.0,16.6,21.9,54.95,970.0,6.6629,2016,2,15,46,Winter,Normal,No Rain,Medium,1,0,0,0,23.67,22.18,0.0,0.08,53.48,61.43
2016-02-16,29.7,18.1,23.0,0.0,15.8,23.0,54.41,970.0,6.6854,2016,2,16,47,Winter,Normal,No Rain,Medium,1,0,0,0,23.59,22.26,0.0,0.08,53.39,60.9
2016-02-17,28.7,16.1,22.4,0.0,17.2,21.7,54.95,970.0,5.7763,2016,2,17,48,Winter,Normal,No Rain,Medium,1,0,0,0,23.41,22.32,0.0,0.08,53.43,60.42
2016-02-18,28.7,17.9,22.7,0.0,21.1,22.2,55.44,970.0,5.0273,2016,2,18,49,Winter,Normal,No Rain,Medium,1,0,0,0,23.16,22.37,0.0,0.08,53.49,59.9
2016-02-19,29.9,16.8,23.3,0.0,15.4,22.8,48.32,970.0,6.2417,2016,2,19,50,Winter,Normal,No Rain,Low,1,0,0,0,22.99,22.46,0.0,0.06,53.21,58.99
2016-02-20,31.5,17.1,24.2,0.0,11.4,24.7,52.73,970.0,6.7198,2016,2,20,51,Winter,Normal,No Rain,Medium,1,0,0,0,23.03,22.55,0.0,0.02,53.29,58.23
2016-02-21,32.4,18.3,25.3,0.0,11.5,26.2,50.4,970.0,6.648,2016,2,21,52,Winter,Normal,No Rain,Medium,1,0,0,0,23.31,22.68,0.0,0.0,53.03,57.48
2016-02-22,33.2,18.9,25.7,0.0,13.4,26.2,47.4,970.0,6.8753,2016,2,22,53,Winter,Normal,No Rain,Low,1,0,0,0,23.8,22.82,0.0,0.0,51.95,56.59
2016-02-23,32.8,17.2,24.9,0.0,12.8,24.6,44.39,970.0,7.1381,2016,2,23,54,Winter,Normal,No Rain,Low,1,0,0,0,24.07,22.94,0.0,0.0,50.52,55.73
2016-02-24,31.5,16.9,24.5,0.0,13.0,25.0,46.93,970.0,6.8594,2016,2,24,55,Winter,Normal,No Rain,Low,1,0,0,0,24.37,23.02,0.0,0.0,49.37,55.0
2016-02-25,31.7,18.5,25.4,0.0,13.4,26.1,44.89,970.0,6.4843,2016,2,25,56,Winter,Normal,No Rain,Low,1,0,0,0,24.76,23.12,0.0,0.0,47.87,54.19
2016-02-26,30.7,19.9,24.5,0.0,13.7,25.0,54.53,970.0,6.4414,2016,2,26,57,Winter,Normal,No Rain,Medium,1,0,0,0,24.93,23.19,0.0,0.0,48.75,53.85
2016-02-27,30.5,18.3,23.9,0.0,14.0,23.8,53.73,970.0,6.7716,2016,2,27,58,Winter,Normal,No Rain,Medium,1,0,0,0,24.89,23.23,0.0,0.0,48.9,53.56
2016-02-28,30.5,19.3,24.2,0.0,13.3,24.7,55.52,970.0,5.8234,2016,2,28,59,Winter,Normal,No Rain,Medium,1,0,0,0,24.73,23.3,0.0,0.0,49.63,53.37
2016-02-29,29.3,19.1,23.8,0.0,13.7,24.1,53.64,970.0,5.1259,2016,2,29,60,Winter,Normal,No Rain,Medium,1,0,0,0,24.46,23.38,0.0,0.0,50.52,53.13
2016-03-01,30.3,18.2,24.0,0.0,14.3,24.1,54.72,970.0,6.2525,2016,3,1,61,Summer,Normal,No Rain,Medium,0,1,0,0,24.33,23.46,0.0,0.0,51.99,53.09
2016-03-02,30.5,17.9,24.1,0.0,13.2,24.1,55.39,970.0,5.9266,2016,3,2,62,Summer,Normal,No Rain,Medium,0,1,0,0,24.27,23.56,0.0,0.0,53.2,53.31
2016-03-03,31.6,17.4,24.5,0.0,17.3,24.1,49.89,970.0,6.8616,2016,3,3,63,Summer,Normal,No Rain,Low,0,1,0,0,24.14,23.67,0.0,0.0,53.92,53.27
2016-03-04,32.0,16.2,24.3,0.0,13.1,23.6,42.16,970.0,6.4488,2016,3,4,64,Summer,Normal,No Rain,Low,0,1,0,0,24.11,23.75,0.0,0.0,52.15,53.0
2016-03-05,31.9,17.7,24.5,0.0,13.4,24.0,44.76,970.0,7.0481,2016,3,5,65,Summer,Normal,No Rain,Low,0,1,0,0,24.2,23.83,0.0,0.0,50.87,52.68
2016-03-06,32.0,17.3,24.4,0.0,15.2,24.4,46.12,970.0,7.1266,2016,3,6,66,Summer,Normal,No Rain,Low,0,1,0,0,24.23,23.93,0.0,0.0,49.53,52.28
2016-03-07,31.8,18.0,24.2,0.0,13.9,24.3,46.35,970.0,7.0438,2016,3,7,67,Summer,Normal,No Rain,Low,0,1,0,0,24.29,24.01,0.0,0.0,48.48,51.8
2016-03-08,32.4,17.0,24.4,0.0,13.4,24.7,45.6,970.0,7.1412,2016,3,8,68,Summer,Normal,No Rain,Low,0,1,0,0,24.34,24.05,0.0,0.0,47.18,51.2
2016-03-09,32.8,17.2,25.1,0.0,12.8,25.4,45.07,970.0,7.0718,2016,3,9,69,Summer,Normal,No Rain,Low,0,1,0,0,24.49,24.1,0.0,0.0,45.71,50.72
2016-03-10,32.7,19.3,25.7,0.0,11.4,25.8,48.91,970.0,5.9338,2016,3,10,70,Summer,Normal,No Rain,Low,0,1,0,0,24.66,24.17,0.0,0.0,45.57,50.52
2016-03-11,33.5,18.5,26.1,0.0,12.0,26.8,41.14,970.0,6.6619,2016,3,11,71,Summer,Normal,No Rain,Low,0,1,0,0,24.91,24.25,0.0,0.0,45.42,50.07
2016-03-12,33.4,19.0,26.4,0.0,12.9,27.3,45.73,970.0,6.575,2016,3,12,72,Summer,Normal,No Rain,Low,0,1,0,0,25.19,24.32,0.0,0.0,45.56,49.76
2016-03-13,33.1,21.1,27.1,0.1,9.4,28.7,44.14,970.0,6.0607,2016,3,13,73,Summer,Normal,Light,Low,0,1,0,0,25.57,24.4,0.01,0.0,45.28,49.55
2016-03-14,31.7,22.0,26.8,0.0,10.3,28.9,44.95,970.0,5.5826,2016,3,14,74,Summer,Normal,No Rain,Low,0,1,0,0,25.94,24.5,0.01,0.0,45.08,49.31
2016-03-15,31.0,21.9,25.7,1.0,16.3,27.5,58.65,970.0,5.5294,2016,3,15,75,Summer,Normal,Light,Medium,0,1,0,0,26.13,24.58,0.16,0.04,46.94,49.53
2016-03-16,32.2,20.5,26.4,0.0,13.8,28.6,58.88,970.0,6.5222,2016,3,16,76,Summer,Normal,No Rain,Medium,0,1,0,0,26.31,24.72,0.16,0.04,48.91,49.66
2016-03-17,31.6,21.1,26.3,0.0,10.9,28.7,60.24,970.0,6.3134,2016,3,17,77,Summer,Normal,No Rain,Medium,0,1,0,0,26.4,24.83,0.16,0.04,50.53,49.85
2016-03-18,34.0,21.9,27.8,0.0,12.7,29.1,51.19,970.0,6.2741,2016,3,18,78,Summer,Normal,No Rain,Medium,0,1,0,0,26.64,25.01,0.16,0.04,51.97,49.73
2016-03-19,34.1,21.4,27.9,0.0,12.7,28.6,47.4,970.0,6.791,2016,3,19,79,Summer,Normal,No Rain,Low,0,1,0,0,26.86,25.18,0.16,0.04,52.21,49.46
2016-03-20,35.0,20.9,28.4,0.0,11.0,28.5,42.22,970.0,6.9696,2016,3,20,80,Summer,Normal,No Rain,Low,0,1,0,0,27.04,25.35,0.14,0.04,51.93,49.26
2016-03-21,34.9,22.4,29.0,0.0,10.9,29.4,37.9,970.0,6.4217,2016,3,21,81,Summer,Normal,No Rain,Low,0,1,0,0,27.36,25.51,0.14,0.04,50.93,48.76
2016-03-22,34.1,23.0,28.5,0.0,9.1,29.7,36.41,970.0,5.6846,2016,3,22,82,Summer,Normal,No Rain,Low,0,1,0,0,27.76,25.62,0.0,0.04,47.75,48.29
2016-03-23,32.8,22.0,27.8,0.0,16.1,29.2,39.63,970.0,5.851,2016,3,23,83,Summer,Normal,No Rain,Low,0,1,0,0,27.96,25.69,0.0,0.04,45.0,48.04
2016-03-24,33.9,21.9,28.1,0.0,15.8,28.5,37.99,970.0,6.8928,2016,3,24,84,Summer,Normal,No Rain,Low,0,1,0,0,28.21,25.79,0.0,0.04,41.82,47.82
2016-03-25,34.2,20.5,27.3,0.0,13.7,26.8,34.58,970.0,6.3806,2016,3,25,85,Summer,Normal,No Rain,Low,0,1,0,0,28.14,25.89,0.0,0.04,39.45,47.41
2016-03-26,34.1,19.0,26.6,0.0,12.6,26.0,40.26,970.0,7.0908,2016,3,26,86,Summer,Normal,No Rain,Low,0,1,0,0,27.96,25.93,0.0,0.04,38.43,47.26
2016-03-27,33.8,18.0,26.2,0.0,12.6,25.3,38.5,970.0,7.4386,2016,3,27,87,Summer,Normal,No Rain,Low,0,1,0,0,27.64,25.98,0.0,0.04,37.9,46.72
2016-03-28,33.7,18.1,26.3,0.0,13.7,26.6,45.37,970.0,7.4402,2016,3,28,88,Summer,Normal,No Rain,Low,0,1,0,0,27.26,26.06,0.0,0.04,38.96,46.44
2016-03-29,33.6,19.4,26.4,0.0,13.7,26.9,49.31,970.0,7.0543,2016,3,29,89,Summer,Normal,No Rain,Low,0,1,0,0,26.96,26.14,0.0,0.04,40.81,46.24
2016-03-30,33.7,20.3,26.9,0.0,12.1,27.5,45.49,970.0,7.1069,2016,3,30,90,Summer,Normal,No Rain,Low,0,1,0,0,26.83,26.24,0.0,0.04,41.64,45.96
2016-03-31,33.7,20.5,27.1,0.0,11.1,27.7,45.6,970.0,6.6422,2016,3,31,91,Summer,Normal,No Rain,Low,0,1,0,0,26.69,26.34,0.0,0.04,42.73,45.66
2016-04-01,33.2,20.5,27.1,0.0,11.4,27.6,38.8,970.0,7.188,2016,4,1,92,Summer,Normal,No Rain,Low,0,1,0,0,26.66,26.44,0.0,0.04,43.33,45.11
2016-04-02,34.1,20.4,27.4,0.0,12.1,27.6,36.73,970.0,7.1287,2016,4,2,93,Summer,Normal,No Rain,Low,0,1,0,0,26.77,26.54,0.0,0.04,42.83,44.67
2016-04-03,33.8,20.6,27.6,0.0,10.2,27.9,34.73,970.0,6.9593,2016,4,3,94,Summer,Normal,No Rain,Low,0,1,0,0,26.97,26.65,0.0,0.04,42.29,44.42
2016-04-04,34.7,21.2,28.0,0.0,13.4,27.9,32.5,970.0,7.2926,2016,4,4,95,Summer,Normal,No Rain,Low,0,1,0,0,27.21,26.77,0.0,0.04,40.45,44.01
2016-04-05,34.1,20.3,27.5,0.0,12.7,27.4,32.56,970.0,7.4083,2016,4,5,96,Summer,Normal,No Rain,Low,0,1,0,0,27.37,26.87,0.0,0.04,38.06,43.56
2016-04-06,33.1,21.5,27.5,0.0,10.2,28.3,40.81,970.0,6.9163,2016,4,6,97,Summer,Normal,No Rain,Low,0,1,0,0,27.46,26.98,0.0,0.04,37.39,43.38
2016-04-07,33.9,21.7,28.0,0.0,14.7,29.6,43.32,970.0,6.7207,2016,4,7,98,Summer,Normal,No Rain,Low,0,1,0,0,27.59,27.1,0.0,0.04,37.06,43.3
2016-04-08,32.8,22.3,27.6,1.7,14.6,29.8,46.89,970.0,6.1572,2016,4,8,99,Summer,Normal,Light,Medium,0,1,0,0,27.66,27.18,0.24,0.09,38.22,43.36
2016-04-09,31.9,23.3,27.0,0.5,9.2,29.6,51.01,970.0,5.5572,2016,4,9,100,Summer,Normal,Light,Medium,0,1,0,0,27.6,27.23,0.31,0.11,40.26,43.43
2016-04-10,32.7,22.7,27.7,0.1,8.7,30.1,43.85,970.0,6.1054,2016,4,10,101,Summer,Normal,Light,Low,0,1,0,0,27.61,27.28,0.33,0.11,41.56,43.52
2016-04-11,35.1,22.1,28.8,0.0,13.2,30.2,38.34,970.0,6.5578,2016,4,11,102,Summer,Normal,No Rain,Low,0,1,0,0,27.73,27.36,0.33,0.11,42.4,43.28
2016-04-12,35.6,22.8,29.2,0.0,11.2,30.9,35.93,970.0,6.919,2016,4,12,103,Summer,Normal,No Rain,Low,0,1,0,0,27.97,27.43,0.33,0.11,42.88,43.0
2016-04-13,35.2,23.2,29.4,0.0,13.0,31.1,39.39,970.0,6.6494,2016,4,13,104,Summer,Normal,No Rain,Low,0,1,0,0,28.24,27.52,0.33,0.11,42.68,42.82
2016-04-14,34.9,25.0,29.6,0.0,13.1,31.5,36.54,970.0,6.3427,2016,4,14,105,Summer,Normal,No Rain,Low,0,1,0,0,28.47,27.65,0.33,0.08,41.71,42.08
2016-04-15,35.9,24.7,30.1,0.0,14.9,31.3,40.31,970.0,6.4579,2016,4,15,106,Summer,Hot,No Rain,Low,0,1,0,0,28.83,27.77,0.09,0.08,40.77,41.46
2016-04-16,35.3,23.3,29.3,0.0,12.5,30.5,39.03,970.0,6.7145,2016,4,16,107,Summer,Normal,No Rain,Low,0,1,0,0,29.16,27.87,0.01,0.08,39.06,40.75
2016-04-17,35.8,22.9,29.6,0.0,14.2,30.3,37.08,970.0,6.6454,2016,4,17,108,Summer,Normal,No Rain,Low,0,1,0,0,29.43,27.93,0.0,0.08,38.09,40.28
2016-04-18,35.0,22.1,28.6,0.0,11.9,29.7,38.94,970.0,7.4863,2016,4,18,109,Summer,Normal,No Rain,Low,0,1,0,0,29.4,27.95,0.0,0.08,38.17,40.0
2016-04-19,34.8,22.7,28.6,0.0,13.3,30.4,43.79,970.0,7.3567,2016,4,19,110,Summer,Normal,No Rain,Low,0,1,0,0,29.31,27.96,0.0,0.08,39.3,40.05
2016-04-20,35.5,23.6,29.3,0.0,14.3,31.1,42.48,970.0,7.0351,2016,4,20,111,Summer,Normal,No Rain,Low,0,1,0,0,29.3,27.97,0.0,0.08,39.74,40.21
2016-04-21,35.2,23.2,29.4,0.0,9.0,31.1,34.7,970.0,6.864,2016,4,21,112,Summer,Normal,No Rain,Low,0,1,0,0,29.27,28.0,0.0,0.08,39.48,40.15
2016-04-22,33.9,23.0,28.6,0.4,13.0,30.7,39.29,970.0,7.1678,2016,4,22,113,Summer,Normal,Light,Low,0,1,0,0,29.06,28.03,0.06,0.09,39.33,40.14
2016-04-23,36.1,23.7,29.9,0.0,11.9,31.0,31.69,970.0,7.2905,2016,4,23,114,Summer,Normal,No Rain,Low,0,1,0,0,29.14,28.09,0.06,0.09,38.28,39.93
2016-04-24,36.7,23.2,30.2,0.0,10.9,31.1,26.51,970.0,7.1556,2016,4,24,115,Summer,Hot,No Rain,Low,0,1,0,0,29.23,28.18,0.06,0.09,36.77,39.66
2016-04-25,35.2,23.8,29.5,0.2,12.4,30.9,36.88,970.0,6.5436,2016,4,25,116,Summer,Normal,Light,Low,0,1,0,0,29.36,28.28,0.09,0.1,36.48,39.55
2016-04-26,35.5,24.0,29.8,0.0,13.8,30.6,44.75,970.0,6.6895,2016,4,26,117,Summer,Normal,No Rain,Low,0,1,0,0,29.53,28.4,0.09,0.1,36.61,39.75
2016-04-27,35.8,21.2,28.6,0.0,12.9,29.0,43.03,970.0,7.3541,2016,4,27,118,Summer,Normal,No Rain,Low,0,1,0,0,29.43,28.48,0.09,0.1,36.69,39.68
2016-04-28,35.6,21.9,28.7,0.0,12.7,29.3,43.09,970.0,7.5031,2016,4,28,119,Summer,Normal,No Rain,Low,0,1,0,0,29.33,28.55,0.09,0.1,37.89,39.47
2016-04-29,35.5,22.2,29.0,0.0,12.2,29.3,34.64,970.0,7.4978,2016,4,29,120,Summer,Normal,No Rain,Low,0,1,0,0,29.39,28.62,0.03,0.1,37.23,39.11
2016-04-30,35.7,22.5,29.1,0.0,15.6,29.5,32.66,970.0,7.4873,2016,4,30,121,Summer,Normal,No Rain,Low,0,1,0,0,29.27,28.69,0.03,0.1,37.37,38.68
2016-05-01,35.5,23.3,29.6,0.0,11.8,30.3,37.61,970.0,7.7131,2016,5,1,122,Summer,Normal,No Rain,Low,0,1,0,0,29.19,28.77,0.03,0.1,38.95,38.64
2016-05-02,35.2,23.6,28.7,2.1,11.9,30.5,38.12,970.0,6.9859,2016,5,2,123,Summer,Normal,Light,Low,0,1,0,0,29.07,28.82,0.3,0.17,39.13,38.68
2016-05-03,34.0,23.1,28.4,0.3,20.9,30.2,33.95,970.0,6.8604,2016,5,3,124,Summer,Normal,Light,Low,0,1,0,0,28.87,28.84,0.34,0.18,37.59,38.66
2016-05-04,34.6,23.0,27.9,1.4,12.1,30.5,38.4,970.0,6.821,2016,5,4,125,Summer,Normal,Light,Low,0,1,0,0,28.77,28.84,0.54,0.22,36.92,38.85
2016-05-05,34.2,22.8,27.5,2.4,5.5,30.4,43.56,970.0,5.6182,2016,5,5,126,Summer,Normal,Light,Low,0,1,0,0,28.6,28.84,0.89,0.3,36.99,39.22
2016-05-06,31.9,22.9,26.1,11.0,10.6,29.3,58.02,970.0,5.8481,2016,5,6,127,Summer,Normal,Moderate,Medium,0,1,0,0,28.19,28.79,2.46,0.67,40.33,39.79
2016-05-07,32.1,21.6,25.4,6.2,10.6,28.9,70.01,970.0,6.5846,2016,5,7,128,Summer,Normal,Light,Medium,0,1,0,0,27.66,28.71,3.34,0.88,45.67,40.68
2016-05-08,31.5,21.9,25.3,7.0,11.0,28.7,72.61,970.0,5.5601,2016,5,8,129,Summer,Normal,Light,Medium,0,1,0,0,27.04,28.63,4.34,1.05,50.67,41.54
2016-05-09,31.7,21.0,25.8,1.3,15.3,28.6,60.65,970.0,6.8935,2016,5,9,130,Summer,Normal,Light,Medium,0,1,0,0,26.63,28.59,4.23,1.08,53.89,41.86
2016-05-10,31.2,21.5,25.7,6.0,12.4,28.7,63.13,970.0,6.6206,2016,5,10,131,Summer,Normal,Light,Medium,0,1,0,0,26.24,28.52,5.04,1.28,58.05,42.5
2016-05-11,31.0,20.9,26.0,0.1,7.9,28.6,60.48,970.0,5.9071,2016,5,11,132,Summer,Normal,Light,Medium,0,1,0,0,25.97,28.43,4.86,1.28,61.21,43.24
2016-05-12,31.4,22.1,26.4,1.6,8.8,29.2,57.22,970.0,5.719,2016,5,12,133,Summer,Normal,Light,Medium,0,1,0,0,25.81,28.34,4.74,1.33,63.16,43.95
2016-05-13,32.8,21.6,27.0,0.0,9.2,30.1,58.24,970.0,6.8107,2016,5,13,134,Summer,Normal,No Rain,Medium,0,1,0,0,25.94,28.26,3.17,1.33,63.19,44.58
2016-05-14,32.8,22.6,26.6,4.2,10.5,30.0,56.97,970.0,5.9318,2016,5,14,135,Summer,Normal,Light,Medium,0,1,0,0,26.11,28.16,2.89,1.47,61.33,45.26
2016-05-15,34.2,22.2,27.8,0.0,12.5,30.3,54.25,970.0,6.528,2016,5,15,136,Summer,Normal,No Rain,Medium,0,1,0,0,26.47,28.08,1.89,1.47,58.71,45.73
2016-05-16,31.9,22.8,26.2,0.6,7.8,28.9,57.77,970.0,2.3316,2016,5,16,137,Summer,Normal,Light,Medium,0,1,0,0,26.53,27.98,1.79,1.49,58.29,46.35
2016-05-17,29.7,22.1,25.0,1.2,13.3,27.6,59.72,970.0,2.7566,2016,5,17,138,Summer,Normal,Light,Medium,0,1,0,0,26.43,27.82,1.1,1.53,57.81,47.11
2016-05-18,26.4,21.5,23.2,16.7,18.5,25.9,75.04,970.0,2.3921,2016,5,18,139,Summer,Normal,Moderate,Medium,0,1,0,0,26.03,27.64,3.47,2.09,59.89,48.31
2016-05-19,28.7,21.2,24.0,6.1,18.2,26.1,84.32,970.0,4.8175,2016,5,19,140,Summer,Normal,Light,Medium,0,1,0,0,25.69,27.49,4.11,2.29,63.76,49.66
2016-05-20,27.6,21.3,24.3,2.5,22.9,26.0,74.2,970.0,5.5675,2016,5,20,141,Summer,Normal,Light,Medium,0,1,0,0,25.3,27.32,4.47,2.38,66.04,50.72
2016-05-21,32.2,21.9,26.4,0.0,20.2,27.8,70.94,970.0,6.7625,2016,5,21,142,Summer,Normal,No Rain,Medium,0,1,0,0,25.27,27.22,3.87,2.38,68.03,51.92
2016-05-22,32.8,21.0,26.6,0.0,16.6,28.1,67.03,970.0,7.2305,2016,5,22,143,Summer,Normal,No Rain,Medium,0,1,0,0,25.1,27.16,3.87,2.36,69.86,52.85
2016-05-23,33.1,21.5,27.0,0.0,18.0,28.4,63.41,970.0,7.2984,2016,5,23,144,Summer,Normal,No Rain,Medium,0,1,0,0,25.21,27.06,3.79,2.36,70.67,53.91
2016-05-24,32.9,21.3,26.9,0.0,17.0,28.2,61.68,970.0,7.5336,2016,5,24,145,Summer,Normal,No Rain,Medium,0,1,0,0,25.49,26.95,3.61,2.36,70.95,55.08
2016-05-25,32.8,21.8,26.7,0.0,19.1,28.2,62.31,970.0,7.4148,2016,5,25,146,Summer,Normal,No Rain,Medium,0,1,0,0,25.99,26.86,1.23,2.36,69.13,55.93
2016-05-26,32.8,21.3,27.0,0.0,14.0,28.8,65.37,970.0,7.2391,2016,5,26,147,Summer,Normal,No Rain,Medium,0,1,0,0,26.41,26.76,0.36,2.36,66.42,56.61
2016-05-27,32.8,22.0,26.3,4.6,13.6,28.5,61.71,970.0,6.3089,2016,5,27,148,Summer,Normal,Light,Medium,0,1,0,0,26.7,26.69,0.66,2.51,64.64,57.24
2016-05-28,31.8,21.7,25.7,7.8,16.0,28.1,74.11,970.0,6.426,2016,5,28,149,Summer,Normal,Moderate,Medium,0,1,0,0,26.6,26.59,1.77,2.77,65.09,58.27
2016-05-29,28.3,21.5,24.1,4.5,17.0,26.3,70.28,970.0,5.9705,2016,5,29,150,Summer,Normal,Light,Medium,0,1,0,0,26.24,26.42,2.41,2.92,65.55,59.46
2016-05-30,29.8,21.4,24.9,3.7,15.7,27.0,69.54,970.0,6.5186,2016,5,30,151,Summer,Normal,Light,Medium,0,1,0,0,25.94,26.28,2.94,3.04,66.43,60.69
2016-05-31,30.1,20.8,24.5,13.1,13.7,27.3,65.46,970.0,5.7936,2016,5,31,152,Summer,Normal,Moderate,Medium,0,1,0,0,25.6,26.11,4.81,3.48,66.97,61.62
2016-06-01,30.4,21.1,24.7,14.8,12.4,27.7,79.49,970.0,6.2566,2016,6,1,153,Southwest Monsoon,Normal,Moderate,Medium,0,0,1,0,25.31,25.98,6.93,3.9,69.42,63.0
2016-06-02,28.5,21.1,24.0,6.7,13.8,26.8,80.9,970.0,4.9205,2016,6,2,154,Southwest Monsoon,Normal,Light,Medium,0,0,1,0,24.89,25.83,7.89,4.12,71.64,64.56
2016-06-03,29.2,21.1,24.2,15.2,13.6,27.4,72.6,970.0,6.2453,2016,6,3,155,Southwest Monsoon,Normal,Moderate,Medium,0,0,1,0,24.59,25.71,9.4,4.58,73.2,65.7
2016-06-04,28.4,21.2,23.9,12.6,18.1,26.7,73.63,970.0,4.9534,2016,6,4,156,Southwest Monsoon,Normal,Moderate,Medium,0,0,1,0,24.33,25.59,10.09,4.92,73.13,66.7
2016-06-05,28.3,21.0,23.5,16.4,15.0,26.3,71.08,970.0,5.2042,2016,6,5,157,Southwest Monsoon,Normal,Moderate,Medium,0,0,1,0,24.24,25.5,11.79,5.1,73.24,67.14
2016-06-06,28.4,20.7,23.9,3.6,17.0,26.1,78.04,970.0,6.5167,2016,6,6,158,Southwest Monsoon,Normal,Light,Medium,0,0,1,0,24.1,25.45,11.77,5.01,74.46,67.41
2016-06-07,26.7,21.2,23.2,5.7,15.0,25.6,77.78,970.0,5.6815,2016,6,7,159,Southwest Monsoon,Normal,Light,Medium,0,0,1,0,23.91,25.38,10.71,4.97,76.22,67.58
2016-06-08,28.2,21.1,23.6,18.0,17.0,26.4,79.15,970.0,4.8708,2016,6,8,160,Southwest Monsoon,Normal,Moderate,Medium,0,0,1,0,23.76,25.31,11.17,5.52,76.17,68.2
2016-06-09,26.5,20.7,22.8,4.1,17.6,24.8,73.54,970.0,4.8019,2016,6,9,161,Southwest Monsoon,Normal,Light,Medium,0,0,1,0,23.59,25.21,10.8,5.46,75.12,68.54
