date,pm25,pm10,no2,so2,co,o3,aqi,aqi_class,aqi_7d_avg,year,month,season
2018-11-23,52.8,79.5,33.7,11.0,1.18,28.0,51.0,Moderate,51.9,2018,11,Post-Monsoon
2018-11-24,46.5,88.5,34.4,10.1,1.71,23.7,49.0,Good,52.4,2018,11,Post-Monsoon
2018-11-25,48.2,84.7,28.3,8.2,1.51,28.1,48.0,Good,50.3,2018,11,Post-Monsoon
2018-11-26,43.8,80.6,36.6,13.4,1.8,31.3,47.0,Good,50.0,2018,11,Post-Monsoon
2018-11-27,50.1,98.1,40.1,13.9,1.43,28.3,54.0,Moderate,51.1,2018,11,Post-Monsoon
2018-11-28,59.2,104.9,31.2,8.9,1.69,28.3,59.0,Moderate,51.7,2018,11,Post-Monsoon
2018-11-29,51.7,90.5,42.7,11.5,1.26,22.2,53.0,Moderate,51.6,2018,11,Post-Monsoon
2018-11-30,57.7,95.0,37.1,9.0,1.02,26.4,57.0,Moderate,52.4,2018,11,Post-Monsoon
2018-12-01,66.7,110.2,37.5,11.3,1.58,37.3,65.0,Moderate,54.7,2018,12,Winter
2018-12-02,52.4,99.4,34.8,10.4,1.51,26.2,54.0,Moderate,55.6,2018,12,Winter
2018-12-03,55.2,95.2,47.7,10.2,1.62,27.3,57.0,Moderate,57.0,2018,12,Winter
2018-12-04,71.7,113.4,45.8,11.8,1.7,30.2,69.0,Moderate,59.1,2018,12,Winter
2018-12-05,66.6,103.1,39.5,7.8,1.59,30.9,63.0,Moderate,59.7,2018,12,Winter
2018-12-06,44.8,77.8,44.8,10.4,1.47,28.4,48.0,Good,59.0,2018,12,Winter
2018-12-07,59.2,102.6,40.3,9.4,1.48,22.1,59.0,Moderate,59.3,2018,12,Winter
2018-12-08,56.5,103.2,38.7,8.4,1.61,31.8,58.0,Moderate,58.3,2018,12,Winter
2018-12-09,62.3,108.1,38.5,10.7,1.12,38.7,63.0,Moderate,59.6,2018,12,Winter
2018-12-10,51.3,80.6,40.2,12.0,1.31,38.3,52.0,Moderate,58.9,2018,12,Winter
2018-12-11,50.6,88.8,39.5,11.1,2.01,25.6,52.0,Moderate,56.4,2018,12,Winter
2018-12-12,51.8,101.1,41.3,9.9,1.37,31.2,56.0,Moderate,55.4,2018,12,Winter
2018-12-13,52.5,82.9,47.5,13.4,1.66,41.9,55.0,Moderate,56.4,2018,12,Winter
2018-12-14,62.2,114.8,50.2,11.7,1.39,29.3,65.0,Moderate,57.3,2018,12,Winter
2018-12-15,48.2,86.7,36.3,10.2,1.44,30.6,50.0,Good,56.1,2018,12,Winter
2018-12-16,52.1,97.7,42.9,13.2,0.95,21.9,55.0,Moderate,55.0,2018,12,Winter
2018-12-17,44.0,69.3,41.9,10.4,1.65,34.6,46.0,Good,54.1,2018,12,Winter
2018-12-18,63.5,125.2,43.2,9.7,1.36,30.8,67.0,Moderate,56.3,2018,12,Winter
2018-12-19,65.4,118.4,39.3,12.6,0.98,25.0,65.0,Moderate,57.6,2018,12,Winter
2018-12-20,54.2,104.3,43.3,8.8,1.14,33.0,58.0,Moderate,58.0,2018,12,Winter
2018-12-21,54.4,88.3,35.6,15.0,1.52,34.5,54.0,Moderate,56.4,2018,12,Winter
2018-12-22,59.7,111.6,54.6,14.5,1.32,26.2,64.0,Moderate,58.4,2018,12,Winter
2018-12-23,66.8,126.3,42.3,12.5,1.29,21.4,68.0,Moderate,60.3,2018,12,Winter
2018-12-24,59.4,100.8,44.0,10.3,1.38,30.5,60.0,Moderate,62.3,2018,12,Winter
2018-12-25,51.6,87.3,36.6,9.3,0.71,33.3,53.0,Moderate,60.3,2018,12,Winter
2018-12-26,45.2,82.6,38.3,6.3,1.09,31.2,48.0,Good,57.9,2018,12,Winter
2018-12-27,48.7,75.3,35.2,14.7,1.65,35.8,49.0,Good,56.6,2018,12,Winter
2018-12-28,57.0,106.5,46.9,9.5,1.62,21.5,59.0,Moderate,57.3,2018,12,Winter
2018-12-29,51.9,79.0,36.7,12.2,1.63,25.0,50.0,Good,55.3,2018,12,Winter
2018-12-30,57.9,92.3,40.3,11.8,1.64,31.3,57.0,Moderate,53.7,2018,12,Winter
2018-12-31,52.6,96.4,40.5,8.1,1.6,22.5,54.0,Moderate,52.9,2018,12,Winter
2019-01-01,50.0,77.4,43.5,10.4,1.85,26.6,50.0,Good,52.4,2019,1,Winter
2019-01-02,49.2,97.6,36.4,9.3,1.64,27.8,53.0,Moderate,53.1,2019,1,Winter
2019-01-03,68.3,132.2,45.0,13.2,1.5,35.6,72.0,Moderate,56.4,2019,1,Winter
2019-01-04,63.6,115.4,46.6,13.3,1.88,37.1,66.0,Moderate,57.4,2019,1,Winter
2019-01-05,69.5,132.7,39.0,11.1,1.62,34.3,71.0,Moderate,60.4,2019,1,Winter
2019-01-06,61.2,118.9,41.5,9.9,1.63,40.2,65.0,Moderate,61.6,2019,1,Winter
2019-01-07,54.4,88.6,44.1,12.0,1.36,37.9,56.0,Moderate,61.9,2019,1,Winter
2019-01-08,66.7,128.3,42.6,13.8,1.5,34.9,70.0,Moderate,64.7,2019,1,Winter
2019-01-09,57.2,91.3,37.6,8.6,1.2,34.9,56.0,Moderate,65.1,2019,1,Winter
2019-01-10,58.9,100.6,44.4,15.8,1.11,28.2,60.0,Moderate,63.4,2019,1,Winter
2019-01-11,57.1,101.6,47.7,11.1,1.06,24.3,59.0,Moderate,62.4,2019,1,Winter
2019-01-12,36.8,68.3,47.6,11.4,1.43,27.8,43.0,Good,58.4,2019,1,Winter
2019-01-13,68.6,104.0,43.9,14.8,1.83,35.7,66.0,Moderate,58.6,2019,1,Winter
2019-01-14,60.8,100.1,44.7,11.5,1.6,30.0,61.0,Moderate,59.3,2019,1,Winter
2019-01-15,59.7,107.7,40.0,11.4,1.71,34.8,61.0,Moderate,58.0,2019,1,Winter
2019-01-16,57.0,95.6,37.9,9.8,1.27,22.7,56.0,Moderate,58.0,2019,1,Winter
2019-01-17,58.5,110.5,41.3,10.4,1.57,34.6,62.0,Moderate,58.3,2019,1,Winter
2019-01-18,53.2,97.2,50.7,10.2,2.0,27.8,57.0,Moderate,58.0,2019,1,Winter
2019-01-19,61.7,99.8,39.5,8.1,1.69,28.5,60.0,Moderate,60.4,2019,1,Winter
2019-01-20,48.3,75.9,43.3,7.4,1.4,40.6,50.0,Good,58.1,2019,1,Winter
2019-01-21,58.7,106.5,43.1,11.1,1.07,43.2,62.0,Moderate,58.3,2019,1,Winter
2019-01-22,61.3,105.8,40.1,8.8,1.16,27.2,61.0,Moderate,58.3,2019,1,Winter
2019-01-23,56.0,88.7,47.5,12.9,1.65,31.5,57.0,Moderate,58.4,2019,1,Winter
2019-01-24,60.0,99.8,48.0,11.2,1.55,32.2,61.0,Moderate,58.3,2019,1,Winter
2019-01-25,50.5,83.3,52.3,8.4,1.94,36.6,54.0,Moderate,57.9,2019,1,Winter
2019-01-26,50.6,78.7,38.4,14.6,1.51,30.7,51.0,Moderate,56.6,2019,1,Winter
2019-01-27,59.1,104.7,43.2,10.7,1.12,29.1,60.0,Moderate,58.0,2019,1,Winter
2019-01-28,62.1,117.0,42.0,12.6,1.43,34.8,65.0,Moderate,58.4,2019,1,Winter
2019-01-29,44.3,79.2,38.9,14.9,1.5,33.8,48.0,Good,56.6,2019,1,Winter
2019-01-30,61.1,116.8,38.9,11.5,1.39,37.9,64.0,Moderate,57.6,2019,1,Winter
2019-01-31,53.6,83.8,42.3,11.6,1.49,30.3,54.0,Moderate,56.6,2019,1,Winter
2019-02-01,56.1,96.3,39.7,14.5,1.58,32.8,57.0,Moderate,57.0,2019,2,Winter
2019-02-02,48.0,86.7,37.7,11.0,0.98,37.9,51.0,Moderate,57.0,2019,2,Winter
2019-02-03,51.4,94.5,42.1,13.7,1.32,33.8,55.0,Moderate,56.3,2019,2,Winter
2019-02-04,64.2,118.6,37.2,11.5,1.81,25.9,65.0,Moderate,56.3,2019,2,Winter
2019-02-05,57.6,107.5,39.7,11.9,1.89,42.5,61.0,Moderate,58.1,2019,2,Winter
2019-02-06,54.7,99.9,43.0,11.9,1.17,34.1,58.0,Moderate,57.3,2019,2,Winter
2019-02-07,56.6,87.5,41.1,10.9,1.17,34.3,56.0,Moderate,57.6,2019,2,Winter
2019-02-08,60.8,112.4,40.6,10.5,1.68,47.5,64.0,Moderate,58.6,2019,2,Winter
2019-02-09,60.5,112.6,48.8,10.3,2.0,45.5,65.0,Moderate,60.6,2019,2,Winter
2019-02-10,56.9,113.6,47.2,9.0,1.54,39.9,63.0,Moderate,61.7,2019,2,Winter
2019-02-11,65.1,120.1,41.9,10.7,1.52,29.8,66.0,Moderate,61.9,2019,2,Winter
2019-02-12,64.2,118.3,37.5,11.1,1.31,42.3,66.0,Moderate,62.6,2019,2,Winter
2019-02-13,60.3,106.0,44.8,12.4,1.74,26.7,61.0,Moderate,63.0,2019,2,Winter
2019-02-14,57.8,111.7,51.7,11.4,1.41,36.4,63.0,Moderate,64.0,2019,2,Winter
2019-02-15,62.0,123.9,47.1,13.8,1.88,33.5,67.0,Moderate,64.4,2019,2,Winter
2019-02-16,59.6,112.6,36.4,13.7,1.58,32.5,62.0,Moderate,64.0,2019,2,Winter
2019-02-17,64.8,117.1,40.8,14.3,1.55,37.3,66.0,Moderate,64.4,2019,2,Winter
2019-02-18,63.7,98.1,38.7,11.2,1.28,39.4,62.0,Moderate,63.9,2019,2,Winter
2019-02-19,50.3,93.7,37.9,10.6,1.29,40.4,54.0,Moderate,62.1,2019,2,Winter
2019-02-20,49.8,92.3,46.1,8.9,1.34,36.2,54.0,Moderate,61.1,2019,2,Winter
2019-02-21,52.5,99.1,46.1,14.2,1.47,35.7,57.0,Moderate,60.3,2019,2,Winter
2019-02-22,64.2,100.3,48.7,9.3,1.77,41.2,64.0,Moderate,59.9,2019,2,Winter
2019-02-23,46.4,84.7,44.3,9.8,1.7,41.5,51.0,Moderate,58.3,2019,2,Winter
2019-02-24,60.2,99.1,41.4,12.1,1.37,37.9,61.0,Moderate,57.6,2019,2,Winter
2019-02-25,59.9,112.7,42.4,11.0,0.97,33.1,63.0,Moderate,57.7,2019,2,Winter
2019-02-26,65.5,106.2,38.0,14.5,1.31,29.1,63.0,Moderate,59.0,2019,2,Winter
2019-02-27,58.7,108.1,47.1,10.1,1.53,41.0,63.0,Moderate,60.3,2019,2,Winter
2019-02-28,48.0,79.1,38.6,11.7,1.55,42.7,50.0,Good,59.3,2019,2,Winter
2019-03-01,45.9,69.0,36.4,6.9,1.81,37.0,46.0,Good,56.7,2019,3,Summer
2019-03-02,44.3,80.5,36.8,13.1,1.71,40.0,48.0,Good,56.3,2019,3,Summer
2019-03-03,48.8,76.0,25.7,7.2,1.55,44.9,48.0,Good,54.4,2019,3,Summer
2019-03-04,51.3,93.9,41.5,15.6,1.19,48.5,56.0,Moderate,53.4,2019,3,Summer
2019-03-05,44.4,87.2,34.2,10.4,1.42,36.6,49.0,Good,51.4,2019,3,Summer
2019-03-06,62.9,124.8,40.8,10.0,1.48,38.3,67.0,Moderate,52.0,2019,3,Summer
2019-03-07,43.3,70.1,36.2,10.5,1.68,41.2,46.0,Good,51.4,2019,3,Summer
2019-03-08,62.0,118.1,36.2,8.5,1.1,33.0,64.0,Moderate,54.0,2019,3,Summer
2019-03-09,60.9,102.1,33.6,11.9,1.57,28.5,59.0,Moderate,55.6,2019,3,Summer
2019-03-10,58.9,114.8,43.6,9.8,1.5,32.7,63.0,Moderate,57.7,2019,3,Summer
2019-03-11,47.7,90.4,44.4,10.0,1.22,38.2,53.0,Moderate,57.3,2019,3,Summer
2019-03-12,55.0,84.5,42.0,13.2,1.68,36.1,55.0,Moderate,58.1,2019,3,Summer
2019-03-13,43.7,74.4,39.1,7.2,0.88,35.8,46.0,Good,55.1,2019,3,Summer
2019-03-14,59.0,98.4,38.5,10.2,1.89,40.3,59.0,Moderate,57.0,2019,3,Summer
2019-03-15,52.1,98.6,42.3,10.4,1.68,40.1,57.0,Moderate,56.0,2019,3,Summer
2019-03-16,49.7,84.8,37.5,10.9,1.3,36.5,52.0,Moderate,55.0,2019,3,Summer
2019-03-17,44.0,81.1,43.3,9.5,1.24,32.4,48.0,Good,52.9,2019,3,Summer
2019-03-18,35.3,63.5,34.1,10.0,1.34,42.6,40.0,Good,51.0,2019,3,Summer
2019-03-19,45.3,90.1,41.9,14.3,1.16,46.0,52.0,Moderate,50.6,2019,3,Summer
2019-03-20,60.4,118.9,43.1,11.6,1.29,37.8,65.0,Moderate,53.3,2019,3,Summer
2019-03-21,49.8,85.3,33.6,9.0,1.56,39.1,51.0,Moderate,52.1,2019,3,Summer
2019-03-22,51.4,95.7,34.6,11.9,1.17,45.2,55.0,Moderate,51.9,2019,3,Summer
2019-03-23,57.2,109.5,37.8,10.7,1.59,46.6,61.0,Moderate,53.1,2019,3,Summer
2019-03-24,65.2,127.2,39.7,12.1,1.29,39.2,69.0,Moderate,56.1,2019,3,Summer
2019-03-25,61.9,94.9,35.5,10.2,1.62,41.1,60.0,Moderate,59.0,2019,3,Summer
2019-03-26,45.8,75.6,38.4,9.0,1.69,49.1,49.0,Good,58.6,2019,3,Summer
2019-03-27,39.0,64.7,29.7,7.3,1.1,46.3,42.0,Good,55.3,2019,3,Summer
2019-03-28,69.1,118.7,41.1,12.9,0.82,36.3,69.0,Moderate,57.9,2019,3,Summer
2019-03-29,68.5,108.5,41.2,12.0,1.39,33.6,66.0,Moderate,59.4,2019,3,Summer
2019-03-30,53.9,94.3,44.1,11.3,1.41,40.9,57.0,Moderate,58.9,2019,3,Summer
2019-03-31,43.7,80.1,40.3,11.9,1.04,37.6,48.0,Good,55.9,2019,3,Summer
2019-04-01,59.3,103.8,36.5,13.1,1.77,44.9,61.0,Moderate,56.0,2019,4,Summer
2019-04-02,51.8,95.0,33.9,7.2,1.26,46.3,55.0,Moderate,56.9,2019,4,Summer
2019-04-03,51.8,79.4,34.7,10.8,1.51,44.1,52.0,Moderate,58.3,2019,4,Summer
2019-04-04,58.9,114.1,37.6,7.0,1.17,38.9,62.0,Moderate,57.3,2019,4,Summer
2019-04-05,54.9,108.2,34.6,9.8,0.98,36.7,58.0,Moderate,56.1,2019,4,Summer
2019-04-06,44.3,80.1,34.9,11.3,1.64,46.5,49.0,Good,55.0,2019,4,Summer
2019-04-07,50.3,97.7,37.8,9.9,1.12,47.5,56.0,Moderate,56.1,2019,4,Summer
2019-04-08,57.2,89.6,31.6,14.1,1.55,49.0,57.0,Moderate,55.6,2019,4,Summer
2019-04-09,56.2,106.7,34.0,10.0,1.14,42.1,59.0,Moderate,56.1,2019,4,Summer
2019-04-10,54.4,84.9,38.9,9.1,1.3,43.3,55.0,Moderate,56.6,2019,4,Summer
2019-04-11,59.1,100.8,39.1,10.7,1.31,47.9,61.0,Moderate,56.4,2019,4,Summer
2019-04-12,50.1,83.2,41.5,8.5,1.34,44.0,53.0,Moderate,55.7,2019,4,Summer
2019-04-13,53.9,96.5,38.6,8.8,1.19,41.2,57.0,Moderate,56.9,2019,4,Summer
2019-04-14,29.0,47.8,38.1,12.5,1.53,40.0,34.0,Good,53.7,2019,4,Summer
2019-04-15,49.5,89.9,40.5,12.6,1.59,47.9,54.0,Moderate,53.3,2019,4,Summer
2019-04-16,57.9,97.6,38.8,10.9,1.66,42.9,59.0,Moderate,53.3,2019,4,Summer
2019-04-17,49.9,96.3,34.1,11.8,1.24,41.8,54.0,Moderate,53.1,2019,4,Summer
2019-04-18,49.3,89.6,34.8,14.8,1.07,46.9,53.0,Moderate,52.0,2019,4,Summer
2019-04-19,45.3,72.8,44.7,10.5,1.4,41.2,49.0,Good,51.4,2019,4,Summer
2019-04-20,59.6,99.5,50.9,8.9,1.44,41.9,62.0,Moderate,52.1,2019,4,Summer
2019-04-21,56.4,108.6,40.9,11.7,1.44,45.1,61.0,Moderate,56.0,2019,4,Summer
2019-04-22,58.4,98.8,34.0,12.3,1.73,42.7,59.0,Moderate,56.7,2019,4,Summer
2019-04-23,40.5,71.6,45.6,12.5,1.38,52.2,47.0,Good,55.0,2019,4,Summer
2019-04-24,51.5,93.9,36.3,12.9,1.87,47.9,55.0,Moderate,55.1,2019,4,Summer
2019-04-25,50.6,84.8,39.7,12.6,1.57,45.9,53.0,Moderate,55.1,2019,4,Summer
2019-04-26,50.6,83.4,37.9,11.6,1.58,52.4,54.0,Moderate,55.9,2019,4,Summer
2019-04-27,48.3,83.9,38.7,11.9,1.37,45.9,52.0,Moderate,54.4,2019,4,Summer
2019-04-28,50.2,80.7,36.2,11.4,1.27,51.0,52.0,Moderate,53.1,2019,4,Summer
2019-04-29,58.5,96.1,43.2,7.4,1.2,40.7,59.0,Moderate,53.1,2019,4,Summer
2019-04-30,39.2,60.0,37.3,7.2,1.4,42.6,42.0,Good,52.4,2019,4,Summer
2019-05-01,65.0,107.4,40.5,8.5,1.57,41.0,65.0,Moderate,53.9,2019,5,Summer
2019-05-02,56.0,93.0,40.4,12.2,1.3,48.4,58.0,Moderate,54.6,2019,5,Summer
2019-05-03,52.3,103.6,37.6,9.7,1.26,38.2,57.0,Moderate,55.0,2019,5,Summer
2019-05-04,58.9,105.8,32.0,10.9,1.09,47.6,61.0,Moderate,56.3,2019,5,Summer
2019-05-05,42.4,80.4,34.7,13.7,1.48,43.6,48.0,Good,55.7,2019,5,Summer
2019-05-06,47.9,73.0,40.8,12.8,1.08,46.8,50.0,Good,54.4,2019,5,Summer
2019-05-07,51.8,80.4,39.2,6.3,1.45,46.1,53.0,Moderate,56.0,2019,5,Summer
2019-05-08,62.2,118.6,34.7,12.1,1.42,49.1,66.0,Moderate,56.1,2019,5,Summer
2019-05-09,52.3,94.7,38.2,10.7,1.32,57.5,57.0,Moderate,56.0,2019,5,Summer
2019-05-10,55.8,88.9,38.8,9.3,1.65,56.5,58.0,Moderate,56.1,2019,5,Summer
2019-05-11,48.5,82.5,40.3,9.9,1.75,50.5,52.0,Moderate,54.9,2019,5,Summer
2019-05-12,56.0,99.1,45.3,10.0,0.82,44.8,60.0,Moderate,56.6,2019,5,Summer
2019-05-13,64.3,123.7,28.9,8.0,0.98,47.5,66.0,Moderate,58.9,2019,5,Summer
2019-05-14,59.6,91.2,42.8,11.1,1.5,44.6,59.0,Moderate,59.7,2019,5,Summer
2019-05-15,52.0,93.6,38.9,15.0,1.77,43.0,56.0,Moderate,58.3,2019,5,Summer
2019-05-16,57.3,106.5,33.9,12.6,1.01,36.9,59.0,Moderate,58.6,2019,5,Summer
2019-05-17,56.6,112.7,38.7,6.5,1.46,45.6,62.0,Moderate,59.1,2019,5,Summer
2019-05-18,56.1,106.9,43.8,11.2,0.91,48.1,61.0,Moderate,60.4,2019,5,Summer
2019-05-19,60.4,98.9,45.0,11.2,0.89,49.9,62.0,Moderate,60.7,2019,5,Summer
2019-05-20,60.3,111.9,33.9,8.6,1.87,47.4,63.0,Moderate,60.3,2019,5,Summer
2019-05-21,51.7,97.3,34.6,8.2,1.45,43.4,55.0,Moderate,59.7,2019,5,Summer
2019-05-22,57.1,106.5,32.8,12.4,0.97,44.4,60.0,Moderate,60.3,2019,5,Summer
2019-05-23,49.9,95.3,38.9,10.8,1.3,51.5,56.0,Moderate,59.9,2019,5,Summer
2019-05-24,46.1,90.1,39.1,9.6,1.15,38.4,51.0,Moderate,58.3,2019,5,Summer
2019-05-25,50.7,78.6,41.9,11.8,1.24,44.4,52.0,Moderate,57.0,2019,5,Summer
2019-05-26,52.1,80.8,39.8,14.8,1.27,47.1,54.0,Moderate,55.9,2019,5,Summer
2019-05-27,41.0,77.8,41.6,11.1,1.4,44.9,47.0,Good,53.6,2019,5,Summer
2019-05-28,58.6,95.3,32.5,11.2,1.46,39.4,58.0,Moderate,54.0,2019,5,Summer
2019-05-29,33.2,50.8,45.0,10.6,1.18,51.7,39.0,Good,51.0,2019,5,Summer
2019-05-30,71.6,121.8,43.2,9.8,1.17,52.8,72.0,Moderate,53.3,2019,5,Summer
2019-05-31,63.1,120.5,35.9,12.2,1.45,42.1,66.0,Moderate,55.4,2019,5,Summer
2019-06-01,47.2,73.7,32.2,9.5,1.08,31.0,47.0,Good,54.7,2019,6,Southwest Monsoon
2019-06-02,49.1,90.1,38.3,10.8,1.08,57.0,55.0,Moderate,54.9,2019,6,Southwest Monsoon
2019-06-03,51.1,76.8,29.1,12.9,1.27,44.9,50.0,Good,55.3,2019,6,Southwest Monsoon
2019-06-04,44.9,69.8,32.4,11.3,1.25,42.1,46.0,Good,53.6,2019,6,Southwest Monsoon
2019-06-05,50.3,84.4,31.2,7.3,1.13,46.4,52.0,Moderate,55.4,2019,6,Southwest Monsoon
2019-06-06,48.0,74.0,34.9,7.2,1.51,48.6,49.0,Good,52.1,2019,6,Southwest Monsoon
2019-06-07,48.3,93.0,33.5,12.4,1.37,43.8,53.0,Moderate,50.3,2019,6,Southwest Monsoon
2019-06-08,50.3,97.1,32.2,9.6,1.75,47.6,55.0,Moderate,51.4,2019,6,Southwest Monsoon
2019-06-09,39.8,74.7,31.8,10.4,1.18,46.3,45.0,Good,50.0,2019,6,Southwest Monsoon
2019-06-10,49.3,79.9,32.7,8.3,1.42,43.4,50.0,Good,50.0,2019,6,Southwest Monsoon
2019-06-11,50.1,88.3,30.5,11.1,1.61,38.7,52.0,Moderate,50.9,2019,6,Southwest Monsoon
2019-06-12,49.9,79.4,37.5,13.6,1.02,53.5,52.0,Moderate,50.9,2019,6,Southwest Monsoon
2019-06-13,47.5,77.9,39.8,10.2,1.16,49.6,51.0,Moderate,51.1,2019,6,Southwest Monsoon
2019-06-14,57.0,100.1,36.9,11.1,1.55,42.9,59.0,Moderate,52.0,2019,6,Southwest Monsoon
2019-06-15,46.5,86.9,40.8,12.3,1.41,48.7,52.0,Moderate,51.6,2019,6,Southwest Monsoon
2019-06-16,50.6,78.3,31.9,13.2,1.24,42.3,51.0,Moderate,52.4,2019,6,Southwest Monsoon
2019-06-17,58.1,95.7,32.3,8.5,0.9,46.4,58.0,Moderate,53.6,2019,6,Southwest Monsoon
2019-06-18,48.4,95.1,37.1,10.7,0.92,49.6,54.0,Moderate,53.9,2019,6,Southwest Monsoon
2019-06-19,50.5,86.6,37.6,12.4,1.13,48.9,54.0,Moderate,54.1,2019,6,Southwest Monsoon
2019-06-20,48.3,95.2,35.4,13.0,1.04,44.5,54.0,Moderate,54.6,2019,6,Southwest Monsoon
2019-06-21,57.7,115.1,35.2,9.0,1.05,50.5,63.0,Moderate,55.1,2019,6,Southwest Monsoon
2019-06-22,47.2,83.2,31.0,8.5,0.79,46.4,50.0,Good,54.9,2019,6,Southwest Monsoon
2019-06-23,58.0,95.3,24.7,9.5,0.91,43.7,57.0,Moderate,55.7,2019,6,Southwest Monsoon
2019-06-24,48.3,91.5,37.5,9.2,1.02,54.6,54.0,Moderate,55.1,2019,6,Southwest Monsoon
2019-06-25,43.0,67.9,39.2,9.3,1.27,40.6,45.0,Good,53.9,2019,6,Southwest Monsoon
2019-06-26,53.8,87.4,33.6,10.7,1.16,48.1,55.0,Moderate,54.0,2019,6,Southwest Monsoon
2019-06-27,46.9,88.7,33.1,8.8,1.26,53.1,52.0,Moderate,53.7,2019,6,Southwest Monsoon
2019-06-28,53.3,91.6,32.7,13.0,1.25,37.5,54.0,Moderate,52.4,2019,6,Southwest Monsoon
2019-06-29,29.9,47.9,33.8,9.0,0.82,54.1,35.0,Good,50.3,2019,6,Southwest Monsoon
2019-06-30,49.0,89.5,39.3,8.6,1.51,54.3,54.0,Moderate,49.9,2019,6,Southwest Monsoon
2019-07-01,45.8,85.4,31.6,7.5,1.43,43.4,49.0,Good,49.1,2019,7,Southwest Monsoon
2019-07-02,41.6,64.9,37.9,12.4,1.26,47.1,45.0,Good,49.1,2019,7,Southwest Monsoon
2019-07-03,45.1,73.9,33.3,7.3,1.11,41.9,47.0,Good,48.0,2019,7,Southwest Monsoon
2019-07-04,45.0,72.5,27.3,10.8,1.59,41.4,46.0,Good,47.1,2019,7,Southwest Monsoon
2019-07-05,48.7,82.2,33.9,11.2,0.99,39.8,50.0,Good,46.6,2019,7,Southwest Monsoon
2019-07-06,39.4,74.2,41.9,4.0,1.49,53.8,46.0,Good,48.1,2019,7,Southwest Monsoon
2019-07-07,51.2,95.1,32.6,7.2,1.03,44.1,54.0,Moderate,48.1,2019,7,Southwest Monsoon
2019-07-08,58.6,107.2,34.4,9.1,1.57,38.2,60.0,Moderate,49.7,2019,7,Southwest Monsoon
2019-07-09,51.0,76.6,35.3,13.6,1.36,50.3,52.0,Moderate,50.7,2019,7,Southwest Monsoon
2019-07-10,54.7,85.9,36.1,9.1,1.47,48.3,55.0,Moderate,51.9,2019,7,Southwest Monsoon
2019-07-11,56.7,91.3,41.5,8.8,1.3,46.8,58.0,Moderate,53.6,2019,7,Southwest Monsoon
2019-07-12,57.7,94.3,32.1,8.4,1.36,41.5,57.0,Moderate,54.6,2019,7,Southwest Monsoon
2019-07-13,62.1,97.7,35.3,8.3,1.25,42.7,61.0,Moderate,56.7,2019,7,Southwest Monsoon
2019-07-14,45.5,77.6,38.3,8.6,0.99,54.9,50.0,Good,56.1,2019,7,Southwest Monsoon
2019-07-15,44.0,67.6,32.4,8.5,1.52,46.4,45.0,Good,54.0,2019,7,Southwest Monsoon
2019-07-16,54.5,102.2,35.6,8.4,1.18,41.7,58.0,Moderate,54.9,2019,7,Southwest Monsoon
2019-07-17,54.0,102.2,39.2,8.4,1.27,48.0,59.0,Moderate,55.4,2019,7,Southwest Monsoon
2019-07-18,54.4,97.3,33.2,9.1,0.85,48.3,57.0,Moderate,55.3,2019,7,Southwest Monsoon
2019-07-19,62.2,96.1,34.6,11.8,1.2,53.1,61.0,Moderate,55.9,2019,7,Southwest Monsoon
2019-07-20,49.1,95.5,30.7,7.6,1.34,44.2,53.0,Moderate,54.7,2019,7,Southwest Monsoon
2019-07-21,52.0,103.1,39.1,8.6,1.68,47.4,58.0,Moderate,55.9,2019,7,Southwest Monsoon
2019-07-22,42.1,67.5,35.9,8.8,1.23,46.3,45.0,Good,55.9,2019,7,Southwest Monsoon
2019-07-23,63.9,118.5,33.6,9.8,1.16,40.0,65.0,Moderate,56.9,2019,7,Southwest Monsoon
2019-07-24,46.6,89.6,34.1,8.3,1.08,36.6,50.0,Good,55.6,2019,7,Southwest Monsoon
2019-07-25,46.8,82.9,35.3,14.0,1.09,46.4,51.0,Moderate,54.7,2019,7,Southwest Monsoon
2019-07-26,46.6,77.4,36.6,11.0,1.69,46.6,49.0,Good,53.0,2019,7,Southwest Monsoon
2019-07-27,44.5,77.4,32.7,11.8,0.98,30.9,46.0,Good,52.0,2019,7,Southwest Monsoon
2019-07-28,43.9,77.1,33.0,10.3,1.14,45.6,47.0,Good,50.4,2019,7,Southwest Monsoon
2019-07-29,45.3,77.1,34.2,12.7,1.6,42.4,48.0,Good,50.9,2019,7,Southwest Monsoon
2019-07-30,39.4,77.5,35.9,7.6,1.53,44.8,45.0,Good,48.0,2019,7,Southwest Monsoon
2019-07-31,43.5,81.4,41.7,8.7,1.82,40.1,49.0,Good,47.9,2019,7,Southwest Monsoon
2019-08-01,62.6,101.5,32.1,8.2,1.51,49.6,62.0,Moderate,49.4,2019,8,Southwest Monsoon
2019-08-02,54.1,97.1,28.7,9.5,1.31,47.4,56.0,Moderate,50.4,2019,8,Southwest Monsoon
2019-08-03,55.5,102.3,40.9,13.0,1.4,35.2,59.0,Moderate,52.3,2019,8,Southwest Monsoon
2019-08-04,57.2,89.9,31.8,14.2,0.99,37.1,56.0,Moderate,53.6,2019,8,Southwest Monsoon
2019-08-05,61.8,103.8,41.2,11.8,1.22,42.1,63.0,Moderate,55.7,2019,8,Southwest Monsoon
2019-08-06,36.6,71.5,40.3,9.7,1.0,38.6,43.0,Good,55.4,2019,8,Southwest Monsoon
