date,temp_nasa,rh_nasa,wind_nasa,solar_nasa
2023-03-13,25.23,49.79,4.47,6.876
2023-03-14,25.92,42.04,3.3,6.6473
2023-03-15,26.64,46.19,3.63,6.4027
2023-03-16,26.32,55.69,2.63,5.2111
2023-03-17,24.0,70.81,2.89,5.6059
2023-03-18,24.65,71.42,3.76,5.8128
2023-03-19,24.85,67.81,2.61,6.1104
2023-03-20,24.89,57.62,3.03,6.5107
2023-03-21,24.04,47.21,2.98,7.2398
2023-03-22,24.77,47.31,1.96,6.8911
2023-03-23,26.83,52.1,1.88,6.6185
2023-03-24,26.81,57.34,2.41,6.0437
2023-03-25,25.7,67.57,2.88,5.4372
2023-03-26,25.73,65.58,1.86,5.3275
2023-03-27,26.6,58.1,2.4,6.7082
2023-03-28,27.5,53.03,2.48,6.9396
2023-03-29,27.77,55.6,2.87,5.6146
2023-03-30,27.29,55.19,1.51,5.6237
2023-03-31,27.59,50.58,1.65,6.5534
2023-04-01,27.12,53.43,1.99,5.9962
2023-04-02,27.67,53.21,2.28,6.1418
2023-04-03,28.34,48.42,2.32,6.4822
2023-04-04,26.26,62.97,2.13,4.535
2023-04-05,27.05,59.49,2.4,5.7758
2023-04-06,27.19,52.24,3.26,6.2448
2023-04-07,26.87,52.28,4.13,6.8515
2023-04-08,26.54,50.93,5.07,7.4998
2023-04-09,26.71,48.02,4.23,7.5518
2023-04-10,27.36,46.57,4.42,7.4578
2023-04-11,27.58,34.86,3.75,7.6774
2023-04-12,27.02,33.87,3.62,7.7203
2023-04-13,28.88,27.2,3.98,7.823
2023-04-14,28.34,28.79,3.76,7.5041
2023-04-15,28.42,30.05,3.42,6.4903
2023-04-16,27.88,33.91,3.63,7.2031
2023-04-17,28.3,31.27,4.35,7.4945
2023-04-18,28.72,33.73,4.04,7.7304
2023-04-19,29.02,35.1,2.98,7.5569
2023-04-20,30.24,34.99,2.26,7.2298
2023-04-21,30.16,41.28,2.73,6.5254
2023-04-22,29.62,46.07,2.4,5.905
2023-04-23,28.42,54.25,2.54,6.2388
2023-04-24,28.21,52.99,4.56,6.6379
2023-04-25,27.88,49.99,3.38,6.0353
2023-04-26,28.07,51.17,3.24,5.6023
2023-04-27,28.51,49.52,3.39,5.8138
2023-04-28,29.09,46.23,4.34,6.3278
2023-04-29,27.96,56.71,3.65,5.3393
2023-04-30,26.51,67.15,2.65,5.9381
2023-05-01,24.41,78.9,2.77,4.5295
2023-05-02,25.42,73.04,1.56,5.8598
2023-05-03,25.56,73.72,2.9,4.8034
2023-05-04,24.75,75.59,1.55,5.4343
2023-05-05,23.04,84.99,2.31,5.0974
2023-05-06,23.83,80.99,2.06,5.0362
2023-05-07,24.48,80.3,2.74,3.817
2023-05-08,24.6,79.76,2.26,4.5732
2023-05-09,26.62,71.52,2.1,6.2863
2023-05-10,27.29,65.02,2.77,6.4846
2023-05-11,27.79,63.65,2.34,5.8642
2023-05-12,28.05,63.55,2.48,5.7077
2023-05-13,27.4,65.87,4.37,5.0808
2023-05-14,28.21,64.77,4.42,6.7879
2023-05-15,28.35,62.61,3.74,7.2259
2023-05-16,28.66,59.2,3.0,7.314
2023-05-17,29.4,48.21,1.3,6.7517
2023-05-18,29.29,52.95,2.61,6.0106
2023-05-19,27.4,64.8,2.06,6.5434
2023-05-20,27.63,65.0,2.91,6.6142
2023-05-21,27.7,67.02,1.77,6.4462
2023-05-22,28.0,63.47,2.44,6.4027
2023-05-23,27.18,64.86,2.19,6.5326
2023-05-24,26.34,67.66,2.74,6.5801
2023-05-25,26.66,68.18,2.76,6.5818
2023-05-26,27.38,64.95,3.18,6.7606
2023-05-27,27.63,63.38,3.06,7.1863
2023-05-28,27.92,60.34,2.84,6.588
2023-05-29,28.34,58.54,2.75,6.0206
2023-05-30,26.22,70.95,2.44,5.2992
2023-05-31,26.78,66.95,1.16,5.9885
2023-06-01,26.1,70.34,2.85,5.9275
2023-06-02,25.76,65.18,3.32,5.9592
2023-06-03,28.04,63.65,3.72,6.3384
2023-06-04,27.85,64.81,3.49,5.3239
2023-06-05,26.24,71.14,3.91,6.5095
2023-06-06,27.02,69.33,4.07,7.0961
2023-06-07,26.66,70.21,4.51,6.6794
2023-06-08,25.07,74.53,4.15,6.798
2023-06-09,26.07,69.63,4.96,6.8674
2023-06-10,25.97,67.01,6.52,6.5873
2023-06-11,26.26,66.54,5.82,5.85
2023-06-12,25.89,73.9,5.14,6.4565
2023-06-13,26.43,69.74,5.1,6.7867
2023-06-14,26.15,69.55,5.85,6.535
2023-06-15,27.04,65.7,5.21,6.5539
2023-06-16,27.25,64.4,5.12,7.2182
2023-06-17,26.7,66.91,4.86,6.0216
2023-06-18,25.18,72.95,4.97,3.7478
2023-06-19,24.95,74.63,4.41,4.061
2023-06-20,24.58,77.28,2.94,2.9738
2023-06-21,23.83,80.71,2.86,3.7366
2023-06-22,25.19,72.44,3.4,5.7542
2023-06-23,24.35,70.19,4.68,5.4026
2023-06-24,23.46,80.66,4.86,4.3886
2023-06-25,23.97,79.43,4.38,5.3198
2023-06-26,24.06,69.79,5.46,4.506
2023-06-27,24.13,69.59,5.2,5.1209
2023-06-28,24.59,67.44,5.63,5.0429
2023-06-29,24.14,73.18,5.39,4.644
2023-06-30,24.74,68.23,5.9,5.9441
2023-07-01,24.36,69.36,5.73,5.7271
2023-07-02,23.45,78.99,5.85,4.2305
2023-07-03,23.74,79.68,5.95,5.2601
2023-07-04,23.55,81.15,6.64,3.4733
2023-07-05,22.76,78.77,7.27,3.7082
2023-07-06,23.17,74.78,7.98,3.7759
2023-07-07,24.12,75.76,5.98,4.116
2023-07-08,23.91,75.39,5.39,3.7586
2023-07-09,24.37,74.53,4.8,4.4234
2023-07-10,23.88,77.24,4.28,4.0423
2023-07-11,24.05,72.74,5.98,3.4778
2023-07-12,23.94,70.69,5.91,5.4216
2023-07-13,23.93,72.57,5.73,4.6517
2023-07-14,23.93,75.52,5.76,4.9118
2023-07-15,24.2,73.86,5.37,5.2253
2023-07-16,24.78,74.88,4.92,4.5708
2023-07-17,24.72,74.93,5.87,4.8931
2023-07-18,25.01,71.83,7.34,5.2358
2023-07-19,24.22,74.78,8.67,4.0546
2023-07-20,24.37,73.51,9.02,5.0158
2023-07-21,23.92,78.03,8.83,3.931
2023-07-22,24.12,74.01,8.6,3.3271
2023-07-23,24.13,74.91,8.14,3.1944
2023-07-24,23.11,82.1,7.15,2.8824
2023-07-25,22.19,83.33,7.02,2.6203
2023-07-26,22.54,83.91,7.39,2.8092
2023-07-27,22.44,79.91,8.0,4.1527
2023-07-28,24.12,74.43,7.49,4.3313
2023-07-29,24.68,72.27,7.5,4.6901
2023-07-30,25.12,70.97,6.85,5.7288
2023-07-31,25.44,70.58,6.36,5.1163
2023-08-01,24.98,71.59,7.04,5.0902
2023-08-02,24.9,70.25,7.29,5.3441
2023-08-03,25.23,70.11,6.85,5.3246
2023-08-04,25.23,70.8,6.12,5.0957
2023-08-05,25.21,69.67,6.04,5.1053
2023-08-06,25.2,72.48,4.95,5.3249
2023-08-07,25.48,68.55,4.84,5.4132
2023-08-08,25.42,69.1,4.03,5.069
2023-08-09,25.69,69.25,3.5,5.5442
2023-08-10,24.72,75.78,3.06,5.4612
2023-08-11,24.78,75.53,2.54,5.0342
2023-08-12,24.95,72.26,3.7,4.1976
2023-08-13,25.38,68.72,3.97,5.778
2023-08-14,24.76,68.83,3.61,5.555
2023-08-15,25.05,69.23,3.08,6.7279
2023-08-16,25.83,67.96,3.46,6.8606
2023-08-17,25.63,67.5,4.87,5.9405
2023-08-18,24.88,69.41,5.81,4.8977
2023-08-19,25.06,70.47,6.1,4.332
2023-08-20,25.73,68.72,5.09,5.0448
2023-08-21,26.15,65.07,4.26,6.2714
2023-08-22,25.78,70.76,2.24,5.4826
2023-08-23,25.72,70.03,2.54,5.6544
2023-08-24,25.7,66.44,3.61,6.0115
2023-08-25,26.59,65.04,2.92,6.3418
2023-08-26,24.83,74.07,3.12,5.995
2023-08-27,25.34,71.7,2.79,5.2138
2023-08-28,26.0,65.56,3.57,6.2222
2023-08-29,26.2,65.39,3.65,5.6503
2023-08-30,26.3,69.32,3.74,6.2851
2023-08-31,24.33,78.26,2.49,4.8826
2023-09-01,24.07,85.11,2.04,5.8205
2023-09-02,23.26,83.89,4.04,5.1139
2023-09-03,23.12,79.31,3.99,5.5742
2023-09-04,22.15,78.67,6.24,4.1539
2023-09-05,23.34,78.72,5.37,4.0738
2023-09-06,23.08,80.92,4.6,4.4597
2023-09-07,23.22,77.75,5.4,4.8653
2023-09-08,23.62,76.77,5.79,4.9495
2023-09-09,23.68,76.62,5.36,6.0307
2023-09-10,24.0,77.58,4.99,5.5183
2023-09-11,23.54,79.91,5.24,4.5161
2023-09-12,24.02,76.38,5.13,5.5428
2023-09-13,24.45,72.22,5.6,5.1931
2023-09-14,24.24,74.66,5.11,4.5266
2023-09-15,23.3,76.84,5.5,4.7122
2023-09-16,24.14,77.79,5.26,4.4875
2023-09-17,24.23,79.41,4.17,4.6802
2023-09-18,23.93,81.3,3.97,5.2526
2023-09-19,24.37,78.67,3.97,5.9942
2023-09-20,23.65,82.25,3.38,5.6381
2023-09-21,22.21,87.94,2.35,4.7813
2023-09-22,24.01,83.03,2.16,5.8013
2023-09-23,23.3,87.69,2.62,5.6866
2023-09-24,22.78,88.99,3.47,5.556
2023-09-25,21.94,88.87,3.85,4.7494
2023-09-26,23.29,84.1,3.04,5.5946
2023-09-27,23.42,80.3,4.0,5.2157
2023-09-28,22.35,85.74,3.96,4.5271
2023-09-29,22.86,84.89,4.74,4.6721
2023-09-30,22.5,78.31,5.58,4.0836
2023-10-01,23.34,79.94,5.9,4.2302
2023-10-02,23.5,78.2,5.44,5.1854
2023-10-03,23.81,76.74,3.71,6.2395
2023-10-04,24.2,74.55,2.29,6.295
2023-10-05,23.68,82.26,2.84,5.927
2023-10-06,23.46,81.41,2.07,4.8036
2023-10-07,24.45,79.65,1.71,4.3272
2023-10-08,24.43,76.24,1.25,4.2598
2023-10-09,24.19,84.04,1.54,4.2154
2023-10-10,23.86,86.72,1.05,4.8055
2023-10-11,23.17,86.39,3.02,4.1837
2023-10-12,22.99,77.04,3.23,4.8533
2023-10-13,22.71,72.33,3.08,6.4325
2023-10-14,22.82,76.59,2.64,5.5495
2023-10-15,23.45,76.4,2.57,4.9279
2023-10-16,23.08,83.74,2.75,4.5686
2023-10-17,23.9,78.52,2.28,5.2608
2023-10-18,23.39,77.75,2.74,5.6674
2023-10-19,23.58,72.69,2.92,5.5567
2023-10-20,23.84,74.35,3.01,5.7401
2023-10-21,23.92,75.04,3.24,5.0554
2023-10-22,23.93,72.35,2.92,5.2879
2023-10-23,23.34,62.23,2.82,5.0347
2023-10-24,22.58,54.78,2.51,6.0686
2023-10-25,22.76,65.71,2.3,6.0418
2023-10-26,22.9,66.52,2.41,5.7178
2023-10-27,23.76,70.61,3.07,5.2224
2023-10-28,24.11,74.2,3.11,5.0208
2023-10-29,23.96,78.45,3.07,4.6678
2023-10-30,22.43,84.5,3.35,3.9946
2023-10-31,22.52,80.85,2.56,3.9187
2023-11-01,23.75,71.07,2.84,4.6082
2023-11-02,24.33,75.63,3.07,4.5722
2023-11-03,24.67,75.46,3.39,4.9548
2023-11-04,23.59,80.72,2.85,4.0858
2023-11-05,23.38,80.82,4.15,4.133
2023-11-06,22.57,84.05,1.77,4.4671
2023-11-07,22.92,87.44,2.58,4.3015
2023-11-08,23.21,83.33,2.52,4.0548
2023-11-09,21.91,82.61,3.43,3.9648
2023-11-10,22.32,80.06,3.18,4.015
2023-11-11,22.73,70.21,3.8,5.7122
2023-11-12,21.8,72.96,4.06,5.2006
2023-11-13,22.17,75.51,4.01,5.201
2023-11-14,21.24,74.86,4.04,2.4343
2023-11-15,22.41,74.97,2.93,4.4009
2023-11-16,23.53,68.97,2.08,4.2127
2023-11-17,23.99,72.46,2.68,4.5041
2023-11-18,24.23,69.92,3.86,4.6318
2023-11-19,23.69,71.31,4.56,5.5805
2023-11-20,23.29,73.29,4.04,5.2898
2023-11-21,23.3,81.16,4.15,4.201
2023-11-22,23.81,82.39,3.59,3.5585
2023-11-23,23.1,79.89,3.88,3.3595
2023-11-24,23.59,80.53,3.43,3.8023
2023-11-25,23.2,80.64,4.01,3.4529
2023-11-26,22.95,75.62,5.13,3.9814
2023-11-27,23.29,76.21,4.1,4.5108
2023-11-28,23.55,74.94,3.49,4.2965
2023-11-29,23.02,79.49,3.68,3.8786
2023-11-30,22.83,78.56,3.61,3.3142
2023-12-01,23.01,77.08,3.1,2.6602
2023-12-02,23.1,76.81,4.67,4.1887
2023-12-03,22.99,83.8,5.4,2.7982
2023-12-04,22.51,80.6,5.72,2.0162
2023-12-05,22.96,74.96,4.54,3.8194
2023-12-06,23.94,69.85,1.92,4.9594
2023-12-07,24.4,75.7,1.23,4.2156
2023-12-08,22.91,83.37,2.68,3.2693
2023-12-09,22.14,79.77,3.74,3.2666
2023-12-10,23.37,71.79,3.36,4.2269
2023-12-11,22.86,70.75,2.71,4.1201
2023-12-12,22.07,70.08,3.14,3.7735
2023-12-13,20.93,69.8,3.41,4.3351
2023-12-14,20.79,68.88,3.54,4.789
2023-12-15,22.24,74.55,3.42,4.2142
2023-12-16,23.62,76.17,4.6,3.6168
2023-12-17,22.44,76.16,4.94,2.4715
2023-12-18,21.89,76.92,4.81,2.2968
2023-12-19,21.65,70.29,5.0,5.1031
2023-12-20,21.8,69.16,4.25,3.359
2023-12-21,22.6,71.23,3.21,4.2046
2023-12-22,22.57,66.5,2.68,4.6356
2023-12-23,20.65,63.98,3.22,5.1521
2023-12-24,21.33,69.65,3.77,5.5066
2023-12-25,22.57,69.52,4.38,3.5414
2023-12-26,21.15,64.59,4.13,5.8891
2023-12-27,21.1,65.59,4.18,6.0295
2023-12-28,21.81,71.73,4.59,4.6913
2023-12-29,22.39,71.92,4.56,3.3857
2023-12-30,22.3,64.82,4.12,5.0501
2023-12-31,21.19,64.84,3.91,5.4226
2024-01-01,21.79,66.01,2.64,4.6692
2024-01-02,22.42,65.44,3.18,4.3968
2024-01-03,22.27,67.87,3.01,2.9746
2024-01-04,21.31,76.24,3.06,2.4643
2024-01-05,22.83,71.45,3.07,3.2774
2024-01-06,22.68,63.46,3.94,4.6908
2024-01-07,22.07,69.71,4.92,4.3327
2024-01-08,22.07,76.51,5.78,2.1046
2024-01-09,21.82,73.88,5.31,2.7516
2024-01-10,22.03,64.75,4.98,3.7015
2024-01-11,22.2,61.36,4.48,5.6186
2024-01-12,21.92,67.84,5.17,5.8423
2024-01-13,23.11,65.34,3.92,4.7328
2024-01-14,23.01,62.41,3.56,5.2022
2024-01-15,22.66,62.3,2.91,5.3981
2024-01-16,22.47,63.77,2.42,5.3585
2024-01-17,22.64,62.55,3.06,5.6052
2024-01-18,22.87,60.5,2.78,5.2102
2024-01-19,23.26,59.9,3.03,5.2651
2024-01-20,24.38,61.49,2.68,5.381
2024-01-21,24.3,55.99,2.92,5.9309
2024-01-22,24.69,56.86,2.97,5.8181
2024-01-23,24.02,58.65,2.96,5.7302
2024-01-24,24.67,58.14,3.06,4.8415
2024-01-25,24.33,58.3,3.87,4.8574
2024-01-26,23.48,55.6,4.33,6.0598
2024-01-27,23.4,57.28,4.85,5.898
2024-01-28,23.36,57.43,4.73,5.027
2024-01-29,23.32,50.92,4.04,5.7353
2024-01-30,23.19,49.81,2.19,5.8188
2024-01-31,24.46,53.75,2.25,6.1066
2024-02-01,24.97,50.47,1.94,5.8817
2024-02-02,25.87,58.5,2.42,4.9577
2024-02-03,26.01,59.42,4.23,4.7189
2024-02-04,24.62,54.71,4.01,6.1826
2024-02-05,24.4,52.11,4.39,6.4555
2024-02-06,24.68,50.93,4.19,6.5568
2024-02-07,24.82,47.97,3.81,6.7406
2024-02-08,25.54,43.08,3.73,6.0986
2024-02-09,24.94,50.18,4.0,6.5364
2024-02-10,24.8,54.69,4.99,6.391
2024-02-11,24.37,53.62,4.84,6.5136
2024-02-12,23.72,49.69,4.8,6.8712
2024-02-13,23.64,54.16,4.44,6.7421
2024-02-14,25.01,54.3,4.93,6.4478
2024-02-15,24.36,48.11,5.01,6.6646
2024-02-16,23.95,48.35,5.43,6.7742
2024-02-17,24.41,43.7,4.31,6.8369
2024-02-18,24.82,40.29,2.61,6.7915
2024-02-19,25.16,46.88,3.0,6.6053
2024-02-20,25.94,47.8,3.08,6.4495
2024-02-21,26.83,43.26,2.77,5.7509
2024-02-22,26.81,37.48,2.45,6.2122
2024-02-23,27.94,41.9,2.13,6.5249
2024-02-24,27.94,50.85,3.94,5.2898
2024-02-25,27.01,53.84,5.19,5.7096
2024-02-26,25.77,53.68,5.81,6.4426
2024-02-27,26.26,51.5,5.19,6.845
2024-02-28,26.17,43.44,4.23,7.1026
2024-02-29,25.22,37.74,4.68,7.2878
2024-03-01,25.11,44.27,4.97,7.1021
2024-03-02,26.16,34.8,3.85,6.217
2024-03-03,26.53,37.82,2.44,6.8525
2024-03-04,27.48,42.52,2.66,6.9146
2024-03-05,27.79,39.04,3.3,7.0296
2024-03-06,27.96,34.72,2.48,5.957
2024-03-07,27.51,32.7,2.86,6.8724
2024-03-08,28.38,33.42,2.8,6.0439
2024-03-09,28.7,36.9,3.45,6.1651
2024-03-10,28.17,42.9,4.51,6.2098
2024-03-11,27.71,46.56,3.85,6.1051
2024-03-12,27.92,42.51,3.3,6.4613
2024-03-13,28.33,36.4,2.67,6.0422
2024-03-14,29.15,35.74,1.98,5.7499
2024-03-15,29.74,32.72,3.9,5.7254
2024-03-16,28.32,39.85,4.36,6.228
2024-03-17,27.58,41.89,4.66,6.9787
2024-03-18,27.58,35.71,3.18,6.9415
2024-03-19,27.92,35.08,3.65,7.1261
2024-03-20,27.99,39.81,3.39,7.1129
2024-03-21,27.62,48.86,4.35,6.8477
2024-03-22,28.26,47.77,3.5,5.7528
2024-03-23,28.7,45.02,4.04,6.8602
2024-03-24,28.52,37.38,4.1,7.0406
2024-03-25,28.14,37.94,4.55,7.183
2024-03-26,28.38,32.0,4.86,7.2991
2024-03-27,27.77,24.91,4.74,7.7232
2024-03-28,28.3,28.23,4.11,7.4462
2024-03-29,28.96,35.78,4.7,7.1597
2024-03-30,28.97,32.79,4.63,7.3193
2024-03-31,28.01,34.86,3.49,7.6843
2024-04-01,28.77,43.72,2.62,7.2989
2024-04-02,29.86,42.01,3.77,7.3301
2024-04-03,29.63,34.74,4.08,7.0728
2024-04-04,29.91,37.18,4.75,7.5499
2024-04-05,30.47,34.14,4.34,7.0831
2024-04-06,30.22,29.35,4.57,7.0584
2024-04-07,30.1,29.66,4.84,7.3908
2024-04-08,29.83,33.49,4.27,7.5859
2024-04-09,28.98,45.72,5.32,7.4282
2024-04-10,29.14,44.24,4.61,7.4993
2024-04-11,29.5,45.52,4.56,7.362
2024-04-12,29.38,48.41,5.13,6.1975
2024-04-13,28.89,45.34,4.57,6.3487
2024-04-14,29.35,42.68,4.34,7.231
2024-04-15,29.46,40.4,4.71,7.393
2024-04-16,29.86,41.01,4.39,7.4837
2024-04-17,31.1,39.48,3.68,6.1531
2024-04-18,32.38,35.6,3.42,5.8142
2024-04-19,32.25,38.4,3.17,5.8274
2024-04-20,32.29,35.34,3.55,5.0369
2024-04-21,31.51,36.31,4.06,7.0224
2024-04-22,31.04,38.53,4.16,7.1218
2024-04-23,30.74,36.86,4.86,7.5835
2024-04-24,30.14,34.09,4.39,7.3574
2024-04-25,30.56,35.82,4.09,6.6355
2024-04-26,30.35,37.95,4.37,7.2494
2024-04-27,30.17,36.2,4.42,7.6658
2024-04-28,31.01,33.9,4.37,7.6094
2024-04-29,31.13,34.72,3.86,7.6421
2024-04-30,31.18,33.28,3.75,7.1923
2024-05-01,32.19,40.26,2.18,6.6912
2024-05-02,31.55,46.53,1.51,6.3149
2024-05-03,32.08,46.05,3.51,4.7026
2024-05-04,30.68,53.19,3.1,6.631
2024-05-05,31.51,45.24,2.98,7.1302
2024-05-06,31.11,50.47,3.15,6.8162
2024-05-07,29.33,61.21,2.79,6.5136
2024-05-08,27.81,67.26,2.1,6.0266
2024-05-09,27.9,65.0,2.34,5.5752
2024-05-10,27.24,66.12,2.05,5.7286
2024-05-11,27.78,62.43,2.84,5.8742
2024-05-12,27.58,66.51,2.04,5.399
2024-05-13,26.59,72.13,3.02,4.8948
2024-05-14,26.72,67.12,2.77,5.1497
2024-05-15,27.93,59.1,3.64,5.5126
2024-05-16,26.27,67.07,2.8,4.2886
2024-05-17,27.07,62.09,1.56,3.9274
2024-05-18,26.35,72.27,1.93,4.8763
2024-05-19,25.47,77.32,2.94,3.846
2024-05-20,24.26,74.87,2.37,4.2406
2024-05-21,25.3,75.09,2.46,4.2142
2024-05-22,27.22,66.64,3.08,5.371
2024-05-23,27.76,66.14,3.0,5.3381
2024-05-24,27.48,68.09,2.51,4.4227
2024-05-25,23.97,78.53,5.83,3.931
2024-05-26,25.76,72.11,6.79,4.3222
2024-05-27,26.18,71.83,6.25,5.3162
2024-05-28,26.91,67.32,6.34,5.2099
2024-05-29,26.38,70.88,6.23,5.579
2024-05-30,26.81,73.37,4.05,6.1001
2024-05-31,27.73,69.5,4.5,6.515
2024-06-01,26.79,76.94,4.13,4.9337
2024-06-02,25.43,76.2,2.57,6.221
2024-06-03,25.77,75.81,2.11,5.328
2024-06-04,25.52,80.04,2.22,5.7775
2024-06-05,25.08,81.88,2.74,5.6239
2024-06-06,24.8,79.55,3.37,5.2913
2024-06-07,24.39,79.88,3.63,5.4223
2024-06-08,24.68,76.33,5.72,5.7374
2024-06-09,24.1,77.24,7.05,5.2565
2024-06-10,23.85,77.15,7.41,5.3798
2024-06-11,23.05,75.23,6.96,5.3789
2024-06-12,23.19,76.47,6.79,4.6418
2024-06-13,23.52,70.07,6.68,5.3717
2024-06-14,23.26,67.88,5.5,5.9542
2024-06-15,24.43,75.55,4.67,6.4594
2024-06-16,24.99,70.76,5.37,6.1063
2024-06-17,24.99,70.14,3.9,6.3233
2024-06-18,24.54,74.7,4.68,5.1504
2024-06-19,23.9,75.73,5.47,5.406
2024-06-20,24.04,76.7,6.03,5.2378
2024-06-21,23.39,78.43,6.14,5.4437
2024-06-22,23.53,77.45,5.25,5.6326
2024-06-23,23.14,80.35,5.89,4.8228
2024-06-24,23.15,79.01,6.7,4.9061
2024-06-25,22.96,76.03,8.05,4.5324
2024-06-26,22.6,72.34,8.86,4.2209
2024-06-27,21.71,75.45,8.41,3.0864
2024-06-28,23.17,70.67,6.48,4.8686
2024-06-29,24.5,75.07,5.98,5.3093
2024-06-30,24.12,74.09,5.39,3.893
2024-07-01,22.67,79.96,6.47,3.3629
2024-07-02,24.44,68.84,6.31,4.5718
2024-07-03,24.21,77.65,5.86,4.9879
2024-07-04,25.0,72.65,5.85,4.5924
2024-07-05,23.21,76.78,5.74,5.0263
2024-07-06,23.3,81.21,6.88,3.8333
2024-07-07,24.09,74.45,6.32,4.7374
2024-07-08,23.61,76.58,5.92,3.8256
2024-07-09,23.33,79.82,5.54,4.1878
2024-07-10,23.77,78.23,4.53,5.8958
2024-07-11,24.59,72.48,5.44,5.2073
2024-07-12,23.68,74.28,5.68,5.2298
2024-07-13,23.06,77.05,7.26,4.2062
2024-07-14,23.54,77.38,7.96,3.0418
2024-07-15,23.41,83.47,7.75,2.2373
2024-07-16,23.28,83.89,8.22,2.975
2024-07-17,23.16,81.76,8.08,3.7022
2024-07-18,22.87,82.43,9.21,3.0355
2024-07-19,23.41,81.24,9.39,2.5894
2024-07-20,23.5,79.93,8.24,3.9629
2024-07-21,23.95,77.52,8.56,3.5292
2024-07-22,23.87,74.93,8.69,4.0994
2024-07-23,23.7,74.24,8.84,3.9326
2024-07-24,23.28,77.29,8.81,3.6749
2024-07-25,23.47,76.68,9.78,3.7349
2024-07-26,23.74,76.51,9.19,3.5234
2024-07-27,23.92,74.42,8.55,4.596
2024-07-28,24.11,75.17,8.3,3.0718
2024-07-29,24.83,76.06,7.77,3.6389
2024-07-30,23.67,80.98,6.19,3.785
2024-07-31,24.15,80.81,5.77,4.0807
2024-08-01,24.59,78.23,6.52,4.1508
2024-08-02,23.9,76.65,6.77,4.1182
2024-08-03,23.11,78.88,5.75,4.6001
2024-08-04,22.97,80.31,5.19,5.4679
2024-08-05,24.2,76.69,3.6,4.703
2024-08-06,23.47,84.08,3.92,4.0838
2024-08-07,23.06,84.39,3.98,4.0524
2024-08-08,23.87,78.59,4.0,3.5794
2024-08-09,24.52,78.73,3.21,4.8062
2024-08-10,24.24,80.97,3.29,5.143
2024-08-11,24.13,82.21,3.75,5.1197
2024-08-12,23.47,89.22,3.24,5.1118
2024-08-13,25.07,81.26,2.36,6.0463
2024-08-14,25.2,80.58,1.79,6.3823
2024-08-15,25.11,78.63,2.33,5.7458
2024-08-16,25.21,80.85,2.39,4.9596
2024-08-17,24.68,86.66,3.32,5.8039
2024-08-18,24.71,79.4,2.31,5.3393
2024-08-19,24.44,81.31,2.41,5.1338
2024-08-20,24.65,81.28,2.4,5.3897
2024-08-21,24.22,83.68,4.02,5.1982
2024-08-22,23.63,84.28,4.29,5.9407
2024-08-23,23.9,81.4,4.36,6.2597
2024-08-24,23.08,81.14,5.86,5.3467
2024-08-25,23.04,83.49,5.7,4.8571
2024-08-26,23.74,78.99,6.4,4.8214
2024-08-27,22.98,84.27,4.95,4.5864
2024-08-28,22.7,82.71,5.16,3.9751
2024-08-29,23.53,82.54,5.43,3.2242
2024-08-30,22.87,86.58,5.68,4.4923
2024-08-31,22.57,83.17,6.45,3.8071
2024-09-01,22.91,78.88,7.02,5.4158
2024-09-02,22.85,78.69,6.22,4.8168
2024-09-03,23.73,80.39,5.01,4.7786
2024-09-04,23.5,83.56,4.97,5.0194
2024-09-05,23.42,84.37,4.67,5.2807
2024-09-06,23.44,83.69,5.25,4.099
2024-09-07,23.32,83.74,4.94,4.2391
2024-09-08,23.43,81.96,5.31,4.4544
2024-09-09,24.06,79.45,6.01,4.4131
2024-09-10,23.99,80.44,6.17,5.2572
2024-09-11,23.94,78.03,5.59,5.279
2024-09-12,23.36,79.58,4.99,5.1542
2024-09-13,24.15,75.02,4.53,5.6174
2024-09-14,24.32,73.26,4.58,5.604
2024-09-15,24.25,73.69,5.25,5.4986
2024-09-16,23.91,75.21,5.19,5.743
2024-09-17,24.21,73.5,5.02,5.9345
2024-09-18,23.71,71.61,4.15,6.9492
2024-09-19,24.46,70.36,3.4,6.2434
2024-09-20,24.51,73.93,2.68,6.079
2024-09-21,24.91,73.99,4.13,5.3299
2024-09-22,24.12,77.18,4.25,4.7395
2024-09-23,23.66,80.93,3.98,4.3846
2024-09-24,23.96,82.0,4.79,3.7939
2024-09-25,24.05,80.65,5.12,4.1765
2024-09-26,23.34,78.1,4.26,3.661
2024-09-27,24.03,75.84,3.5,4.8583
2024-09-28,24.43,77.61,2.05,5.0258
2024-09-29,24.86,77.25,2.31,5.2058
2024-09-30,24.85,74.34,2.42,5.6525
2024-10-01,25.23,71.0,2.42,5.7065
2024-10-02,25.74,74.57,1.86,5.8078
2024-10-03,24.24,86.78,2.68,4.9044
2024-10-04,23.56,88.22,2.14,4.9637
2024-10-05,23.64,85.88,2.42,4.2322
2024-10-06,21.57,88.67,2.99,4.3555
2024-10-07,22.77,80.49,3.16,4.6642
2024-10-08,23.56,83.42,3.44,5.1617
2024-10-09,23.68,84.71,3.38,5.2709
2024-10-10,23.55,84.57,3.08,4.7846
2024-10-11,23.34,86.63,3.08,4.4441
2024-10-12,22.71,88.12,3.04,4.4498
2024-10-13,22.95,87.62,3.13,4.3073
2024-10-14,22.56,86.91,2.83,3.0667
2024-10-15,22.27,90.86,2.66,1.7501
2024-10-16,22.09,92.1,2.81,2.9335
